county_name,state_code,district_code
Gogebic,MI,MIW
"Golden Valley",MT,MTX
"Golden Valley",ND,NDX
Goliad,TX,TXS
Gonzales,TX,TXW
Goochland,VA,VAE
Goodhue,MN,MNX
Gooding,ID,IDX
Gordon,GA,GAN
Goshen,WY,WYX
Gosper,NE,NEX
Gove,KS,KSX
Grady,GA,GAM
Grady,OK,OKW
Grafton,NH,NHX
Graham,AZ,AZX
Graham,KS,KSX
Graham,NC,NCW
Grainger,TN,TNE
Grand,CO,COX
Grand,UT,UTX
"Grand Forks",ND,NDX
"Grand Isle",VT,VTX
"Grand Traverse",MI,MIW
Granite,MT,MTX
Grant,AR,ARE
Grant,IN,INN
Grant,KS,KSX
Grant,KY,KYE
Grant,LA,LAW
Grant,MN,MNX
Grant,ND,NDX
Grant,NE,NEX
Grant,NM,NMX
Grant,OK,OKW
Grant,OR,ORX
Grant,SD,SDX
Grant,WA,WAE
Grant,WI,WIW
Grant,WV,WVN
Granville,NC,NCE
Gratiot,MI,MIE
Graves,KY,KYW
Gray,KS,KSX
Gray,TX,TXN
"Grays Harbor",WA,WAW
Grayson,KY,KYW
Grayson,TX,TXE
Grayson,VA,VAW
Greeley,KS,KSX
Greeley,NE,NEX
Green,KY,KYW
Green,WI,WIW
"Green Lake",WI,WIE
Greenbrier,WV,WVS
Greene,AL,ALN
Greene,AR,ARE
Greene,GA,GAM
Greene,IA,IAS
Greene,IL,ILC
Greene,IN,INS
Greene,MO,MOW
Greene,MS,MSS
Greene,NC,NCE
Greene,NY,NYN
Greene,OH,OHS
Greene,PA,PAW
Greene,TN,TNE
Greene,VA,VAW
Greenlee,AZ,AZX
Greensville,VA,VAE
Greenup,KY,KYE
Greenville,SC,SCX
Greenwood,KS,KSX
Greenwood,SC,SCX
Greer,OK,OKW
Gregg,TX,TXE
Gregory,SD,SDX
Grenada,MS,MSN
Griggs,ND,NDX
Grimes,TX,TXS
Grundy,IA,IAN
Grundy,IL,ILN
Grundy,MO,MOW
Grundy,TN,TNE
Guadalupe,NM,NMX
Guadalupe,TX,TXW
Guam,GU,GUX
Guaynabo,PR,PRX
Guernsey,OH,OHS
Guilford,NC,NCM
Gulf,FL,FLN
Gunnison,CO,COX
Guthrie,IA,IAS
Gwinnett,GA,GAN
Haakon,SD,SDX
Habersham,GA,GAN
Haines,AK,AKX
Hale,AL,ALS
Hale,TX,TXN
Halifax,NC,NCE
Halifax,VA,VAW
Hall,GA,GAN
Hall,NE,NEX
Hall,TX,TXN
Hamblen,TN,TNE
Hamilton,FL,FLM
Hamilton,IA,IAN
Hamilton,IL,ILS
Hamilton,IN,INS
Hamilton,KS,KSX
Hamilton,NE,NEX
Hamilton,NY,NYN
Hamilton,OH,OHS
Hamilton,TN,TNE
Hamilton,TX,TXW
Hamlin,SD,SDX
Hampden,MA,MAX
Hampshire,MA,MAX
Hampshire,WV,WVN
Hampton,SC,SCX
"Hampton City",VA,VAE
Hancock,GA,GAM
Hancock,IA,IAN
Hancock,IL,ILC
Hancock,IN,INS
Hancock,KY,KYW
Hancock,ME,MEX
Hancock,MS,MSS
Hancock,OH,OHN
Hancock,TN,TNE
Hancock,WV,WVN
Hand,SD,SDX
Hanover,VA,VAE
Hansford,TX,TXN
Hanson,SD,SDX
Haralson,GA,GAN
Hardee,FL,FLM
Hardeman,TN,TNW
Hardeman,TX,TXN
Hardin,IA,IAN
Hardin,IL,ILS
Hardin,KY,KYW
Hardin,OH,OHN
Hardin,TN,TNW
Hardin,TX,TXE
Harding,NM,NMX
Harding,SD,SDX
Hardy,WV,WVN
Harford,MD,MDX
Harlan,KY,KYE
Harlan,NE,NEX
Harmon,OK,OKW
Harnett,NC,NCE
Harney,OR,ORX
Harper,KS,KSX
Harper,OK,OKW
Harris,GA,GAM
Harris,TX,TXS
Harrison,IA,IAS
Harrison,IN,INS
Harrison,KY,KYE
Harrison,MO,MOW
Harrison,MS,MSS
Harrison,OH,OHS
Harrison,TX,TXE
Harrison,WV,WVN
"Harrisonburg City",VA,VAW
Hart,GA,GAM
Hart,KY,KYW
Hartford,CT,CTX
Hartley,TX,TXN
Harvey,KS,KSX
Haskell,KS,KSX
Haskell,OK,OKE
Haskell,TX,TXN
Hawaii,HI,HIX
Hawkins,TN,TNE
Hayes,NE,NEX
Hays,TX,TXW
Haywood,NC,NCW
Haywood,TN,TNW
Heard,GA,GAN
Hemphill,TX,TXN
Hempstead,AR,ARW
Henderson,IL,ILC
Henderson,KY,KYW
Henderson,NC,NCW
Henderson,TN,TNW
Henderson,TX,TXE
Hendricks,IN,INS
Hendry,FL,FLM
Hennepin,MN,MNX
Henrico,VA,VAE
Henry,AL,ALM
Henry,GA,GAN
Henry,IA,IAS
Henry,IL,ILC
Henry,IN,INS
Henry,KY,KYE
Henry,MO,MOW
Henry,OH,OHN
Henry,TN,TNW
Henry,VA,VAW
Herkimer,NY,NYN
Hernando,FL,FLM
Hertford,NC,NCE
Hettinger,ND,NDX
Hickman,KY,KYW
Hickman,TN,TNM
Hickory,MO,MOW
Hidalgo,NM,NMX
Hidalgo,TX,TXS
Highland,OH,OHS
Highland,VA,VAW
Highlands,FL,FLS
Hill,MT,MTX
Hill,TX,TXW
Hillsborough,FL,FLM
Hillsborough,NH,NHX
Hillsdale,MI,MIW
Hinds,MS,MSS
Hinsdale,CO,COX
Hitchcock,NE,NEX
Hocking,OH,OHS
Hockley,TX,TXN
Hodgeman,KS,KSX
Hoke,NC,NCM
Holmes,FL,FLN
Holmes,MS,MSS
Holmes,OH,OHN
Holt,MO,MOW
Holt,NE,NEX
Honolulu,HI,HIX
Hood,TX,TXN
"Hood River",OR,ORX
Hooker,NE,NEX
"Hopewell City",VA,VAE
Hopkins,KY,KYW
Hopkins,TX,TXE
Horry,SC,SCX
"Hot Spring",AR,ARW
"Hot Springs",WY,WYX
Houghton,MI,MIW
Houston,AL,ALM
Houston,GA,GAM
Houston,MN,MNX
Houston,TN,TNM
Houston,TX,TXE
Howard,AR,ARW
Howard,IA,IAN
Howard,IN,INS
Howard,MD,MDX
Howard,MO,MOW
Howard,NE,NEX
Howard,TX,TXN
Howell,MO,MOW
Hubbard,MN,MNX
Hudson,NJ,NJX
Hudspeth,TX,TXW
Huerfano,CO,COX
Hughes,OK,OKE
Hughes,SD,SDX
Humboldt,CA,CAN
Humboldt,IA,IAN
Humboldt,NV,NVX
Humphreys,MS,MSN
Humphreys,TN,TNM
Hunt,TX,TXN
Hunterdon,NJ,NJX
Huntingdon,PA,PAM
Huntington,IN,INN
Huron,MI,MIE
Huron,OH,OHN
Hutchinson,SD,SDX
Hutchinson,TX,TXN
Hyde,NC,NCE
Hyde,SD,SDX
Iberia,LA,LAW
Iberville,LA,LAM
Ida,IA,IAN
Idaho,ID,IDX
Imperial,CA,CAS
Independence,AR,ARE
"Indian River",FL,FLS
Indiana,PA,PAW
Ingham,MI,MIW
Inyo,CA,CAE
Ionia,MI,MIW
Iosco,MI,MIE
Iowa,IA,IAN
Iowa,WI,WIW
Iredell,NC,NCW
Irion,TX,TXN
Iron,MI,MIW
Iron,MO,MOE
Iron,UT,UTX
Iron,WI,WIW
Iroquois,IL,ILC
Irwin,GA,GAM
Isabella,MI,MIE
Isanti,MN,MNX
Island,WA,WAW
"Isle of Wight",VA,VAE
Issaquena,MS,MSS
Itasca,MN,MNX
Itawamba,MS,MSN
Izard,AR,ARE
Jack,TX,TXN
Jackson,AL,ALN
Jackson,AR,ARE
Jackson,CO,COX
Jackson,FL,FLN
Jackson,GA,GAN
Jackson,IA,IAN
Jackson,IL,ILS
Jackson,IN,INS
Jackson,KS,KSX
Jackson,KY,KYE
Jackson,LA,LAW
Jackson,MI,MIE
Jackson,MN,MNX
Jackson,MO,MOW
Jackson,MS,MSS
Jackson,NC,NCW
Jackson,OH,OHS
Jackson,OK,OKW
Jackson,OR,ORX
Jackson,SD,SDX
Jackson,TN,TNM
Jackson,TX,TXS
Jackson,WI,WIW
Jackson,WV,WVS
"James City",VA,VAE
Jasper,GA,GAM
Jasper,IA,IAS
Jasper,IL,ILS
Jasper,IN,INN
Jasper,MO,MOW
Jasper,MS,MSS
Jasper,SC,SCX
Jasper,TX,TXE
Jay,IN,INN
"Jeff Davis",GA,GAS
"Jeff Davis",TX,TXW
Jefferson,AL,ALN
Jefferson,AR,ARE
Jefferson,CO,COX
Jefferson,FL,FLN
Jefferson,GA,GAS
Jefferson,IA,IAS
Jefferson,ID,IDX
Jefferson,IL,ILS
Jefferson,IN,INS
Jefferson,KS,KSX
Jefferson,KY,KYW
Jefferson,LA,LAE
Jefferson,MO,MOE
Jefferson,MS,MSS
Jefferson,MT,MTX
Jefferson,NE,NEX
Jefferson,NY,NYN
Jefferson,OH,OHS
Jefferson,OK,OKW
Jefferson,OR,ORX
Jefferson,PA,PAW
Jefferson,TN,TNE
Jefferson,TX,TXE
Jefferson,WA,WAW
Jefferson,WI,WIW
Jefferson,WV,WVN
"Jefferson Davis",LA,LAW
"Jefferson Davis",MS,MSS
Jenkins,GA,GAS
Jennings,IN,INS
Jerauld,SD,SDX
Jerome,ID,IDX
Jersey,IL,ILS
Jessamine,KY,KYE
Jewell,KS,KSX
"Jim Hogg",TX,TXS
"Jim Wells",TX,TXS
"Jo Daviess",IL,ILN
Johnson,AR,ARW
Johnson,GA,GAS
Johnson,IA,IAS
Johnson,IL,ILS
Johnson,IN,INS
Johnson,KS,KSX
Johnson,KY,KYE
Johnson,MO,MOW
Johnson,NE,NEX
Johnson,TN,TNE
Johnson,TX,TXN
Johnson,WY,WYX
Johnston,NC,NCE
Johnston,OK,OKE
Jones,GA,GAM
Jones,IA,IAN
Jones,MS,MSS
Jones,NC,NCE
Jones,SD,SDX
Jones,TX,TXN
Josephine,OR,ORX
Juab,UT,UTX
"Judith Basin",MT,MTX
Juneau,AK,AKX
Juneau,WI,WIW
Juniata,PA,PAM
Kalamazoo,MI,MIW
Kalawao,HI,HIX
Kalkaska,MI,MIW
Kanabec,MN,MNX
Kanawha,WV,WVS
Kandiyohi,MN,MNX
Kane,IL,ILN
Kane,UT,UTX
Kankakee,IL,ILC
Karnes,TX,TXW
Kauai,HI,HIX
Kaufman,TX,TXN
Kay,OK,OKW
Kearney,NE,NEX
Kearny,KS,KSX
Keith,NE,NEX
Kemper,MS,MSS
"Kenai Peninsula",AK,AKX
Kendall,IL,ILN
Kendall,TX,TXW
Kenedy,TX,TXS
Kennebec,ME,MEX
Kenosha,WI,WIE
Kent,DE,DEX
Kent,MD,MDX
Kent,MI,MIW
Kent,RI,RIX
Kent,TX,TXN
Kenton,KY,KYE
Keokuk,IA,IAS
Kern,CA,CAE
Kerr,TX,TXW
Kershaw,SC,SCX
"Ketchikan Gateway",AK,AKX
Kewaunee,WI,WIE
Keweenaw,MI,MIW
"Keya Paha",NE,NEX
Kidder,ND,NDX
Kimball,NE,NEX
Kimble,TX,TXW
King,TX,TXN
King,WA,WAW
"King and Queen",VA,VAE
"King George",VA,VAE
"King William",VA,VAE
Kingfisher,OK,OKW
Kingman,KS,KSX
Kings,CA,CAE
Kings,NY,NYE
Kingsbury,SD,SDX
Kinney,TX,TXW
Kiowa,CO,COX
Kiowa,KS,KSX
Kiowa,OK,OKW
"Kit Carson",CO,COX
Kitsap,WA,WAW
Kittitas,WA,WAE
Kittson,MN,MNX
Klamath,OR,ORX
Kleberg,TX,TXS
Klickitat,WA,WAE
Knott,KY,KYE
Knox,IL,ILC
Knox,IN,INS
Knox,KY,KYE
Knox,ME,MEX
Knox,MO,MOE
Knox,NE,NEX
Knox,OH,OHS
Knox,TN,TNE
Knox,TX,TXN
"Kodiak Island",AK,AKX
Koochiching,MN,MNX
Kootenai,ID,IDX
Kosciusko,IN,INN
Kossuth,IA,IAN
"La Crosse",WI,WIW
"La Paz",AZ,AZX
"La Plata",CO,COX
"La Porte",IN,INN
"La Salle",IL,ILN
"La Salle",LA,LAW
"La Salle",TX,TXS
Labette,KS,KSX
"Lac qui Parle",MN,MNX
Lackawanna,PA,PAM
Laclede,MO,MOW
Lafayette,AR,ARW
Lafayette,FL,FLN
Lafayette,LA,LAW
Lafayette,MO,MOW
Lafayette,MS,MSN
Lafayette,WI,WIW
Lafourche,LA,LAE
Lagrange,IN,INN
Lake,CA,CAN
Lake,CO,COX
Lake,FL,FLM
Lake,IL,ILN
Lake,IN,INN
Lake,MI,MIW
Lake,MN,MNX
Lake,MT,MTX
Lake,OH,OHN
Lake,OR,ORX
Lake,SD,SDX
Lake,TN,TNW
"Lake and Peninsula",AK,AKX
"Lake of the Woods",MN,MNX
Lamar,AL,ALN
Lamar,GA,GAM
Lamar,MS,MSS
Lamar,TX,TXE
Lamb,TX,TXN
Lamoille,VT,VTX
LaMoure,ND,NDX
Lampasas,TX,TXW
Lancaster,NE,NEX
Lancaster,PA,PAE
Lancaster,SC,SCX
Lancaster,VA,VAE
Lander,NV,NVX
Lane,KS,KSX
Lane,OR,ORX
Langlade,WI,WIE
Lanier,GA,GAM
Lapeer,MI,MIE
Laramie,WY,WYX
Larimer,CO,COX
Larue,KY,KYW
"Las Animas",CO,COX
Lassen,CA,CAE
Latah,ID,IDX
Latimer,OK,OKE
Lauderdale,AL,ALN
Lauderdale,MS,MSS
Lauderdale,TN,TNW
Laurel,KY,KYE
Laurens,GA,GAS
Laurens,SC,SCX
Lavaca,TX,TXS
Lawrence,AL,ALN
Lawrence,AR,ARE
Lawrence,IL,ILS
Lawrence,IN,INS
Lawrence,KY,KYE
Lawrence,MO,MOW
Lawrence,MS,MSS
Lawrence,OH,OHS
Lawrence,PA,PAW
Lawrence,SD,SDX
Lawrence,TN,TNM
"Le Flore",OK,OKE
"Le Sueur",MN,MNX
Lea,NM,NMX
Leake,MS,MSS
Leavenworth,KS,KSX
Lebanon,PA,PAM
Lee,AL,ALM
Lee,AR,ARE
Lee,FL,FLM
Lee,GA,GAM
Lee,IA,IAS
Lee,IL,ILN
Lee,KY,KYE
Lee,MS,MSN
Lee,NC,NCM
Lee,SC,SCX
Lee,TX,TXW
Lee,VA,VAW
Leelanau,MI,MIW
Leflore,MS,MSN
Lehigh,PA,PAE
Lemhi,ID,IDX
Lenawee,MI,MIE
Lenoir,NC,NCE
Leon,FL,FLN
Leon,TX,TXW
Leslie,KY,KYE
Letcher,KY,KYE
Levy,FL,FLN
Lewis,ID,IDX
Lewis,KY,KYE
Lewis,MO,MOE
Lewis,NY,NYN
Lewis,TN,TNM
Lewis,WA,WAW
Lewis,WV,WVN
"Lewis and Clark",MT,MTX
Lexington,SC,SCX
"Lexington City",VA,VAW
Liberty,FL,FLN
Liberty,GA,GAS
Liberty,MT,MTX
Liberty,TX,TXE
Licking,OH,OHS
Limestone,AL,ALN
Limestone,TX,TXW
Lincoln,AR,ARE
Lincoln,CO,COX
Lincoln,GA,GAS
Lincoln,ID,IDX
Lincoln,KS,KSX
Lincoln,KY,KYE
Lincoln,LA,LAW
Lincoln,ME,MEX
Lincoln,MN,MNX
Lincoln,MO,MOE
Lincoln,MS,MSS
Lincoln,MT,MTX
Lincoln,NC,NCW
Lincoln,NE,NEX
Lincoln,NM,NMX
Lincoln,NV,NVX
Lincoln,OK,OKW
Lincoln,OR,ORX
Lincoln,SD,SDX
Lincoln,TN,TNE
Lincoln,WA,WAE
Lincoln,WI,WIW
Lincoln,WV,WVS
Lincoln,WY,WYX
Linn,IA,IAN
Linn,KS,KSX
Linn,MO,MOE
Linn,OR,ORX
Lipscomb,TX,TXN
Litchfield,CT,CTX
"Little River",AR,ARW
"Live Oak",TX,TXS
Livingston,IL,ILC
Livingston,KY,KYW
Livingston,LA,LAM
Livingston,MI,MIE
Livingston,MO,MOW
Livingston,NY,NYW
Llano,TX,TXW
Logan,AR,ARW
Logan,CO,COX
Logan,IL,ILC
Logan,KS,KSX
Logan,KY,KYW
Logan,ND,NDX
Logan,NE,NEX
Logan,OH,OHS
Logan,OK,OKW
Logan,WV,WVS
Long,GA,GAS
Lonoke,AR,ARE
Lorain,OH,OHN
"Los Alamos",NM,NMX
"Los Angeles",CA,CAC
Loudon,TN,TNE
Loudoun,VA,VAE
Louisa,IA,IAS
Louisa,VA,VAW
Loup,NE,NEX
Love,OK,OKE
Loving,TX,TXW
Lowndes,AL,ALM
Lowndes,GA,GAM
Lowndes,MS,MSN
Lubbock,TX,TXN
Lucas,IA,IAS
Lucas,OH,OHN
Luce,MI,MIW
Lumpkin,GA,GAN
Luna,NM,NMX
Lunenburg,VA,VAE
Luzerne,PA,PAM
Lycoming,PA,PAM
Lyman,SD,SDX
"Lynchburg City",VA,VAW
Lynn,TX,TXN
Lyon,IA,IAN
Lyon,KS,KSX
Lyon,KY,KYW
Lyon,MN,MNX
Lyon,NV,NVX
Mackinac,MI,MIW
Macomb,MI,MIE
Macon,AL,ALM
Macon,GA,GAM
Macon,IL,ILC
Macon,MO,MOE
Macon,NC,NCW
Macon,TN,TNM
Macoupin,IL,ILC
Madera,CA,CAE
Madison,AL,ALN
Madison,AR,ARW
Madison,FL,FLN
Madison,GA,GAM
Madison,IA,IAS
Madison,ID,IDX
Madison,IL,ILS
Madison,IN,INS
Madison,KY,KYE
Madison,LA,LAW
Madison,MO,MOE
Madison,MS,MSS
Madison,MT,MTX
Madison,NC,NCW
Madison,NE,NEX
Madison,NY,NYN
Madison,OH,OHS
Madison,TN,TNW
Madison,TX,TXS
Madison,VA,VAW
Magoffin,KY,KYE
Mahaska,IA,IAS
Mahnomen,MN,MNX
Mahoning,OH,OHN
Major,OK,OKW
Malheur,OR,ORX
"Manassas City",VA,VAE
"Manassas Park City",VA,VAE
Manatee,FL,FLM
Manistee,MI,MIW
Manitowoc,WI,WIE
Marathon,WI,WIW
Marengo,AL,ALS
Maricopa,AZ,AZX
Maries,MO,MOE
Marin,CA,CAN
Marinette,WI,WIE
Marion,AL,ALN
Marion,AR,ARW
Marion,FL,FLM
Marion,GA,GAM
Marion,IA,IAS
Marion,IL,ILS
Marion,IN,INS
Marion,KS,KSX
Marion,KY,KYW
Marion,MO,MOE
Marion,MS,MSS
Marion,OH,OHN
Marion,OR,ORX
Marion,SC,SCX
Marion,TN,TNE
Marion,TX,TXE
Marion,WV,WVN
Mariposa,CA,CAE
Marlboro,SC,SCX
Marquette,MI,MIW
Marquette,WI,WIE
Marshall,AL,ALN
Marshall,IA,IAS
Marshall,IL,ILC
Marshall,IN,INN
Marshall,KS,KSX
Marshall,KY,KYW
Marshall,MN,MNX
Marshall,MS,MSN
Marshall,OK,OKE
Marshall,SD,SDX
Marshall,TN,TNM
Marshall,WV,WVN
Martin,FL,FLS
Martin,IN,INS
Martin,KY,KYE
Martin,MN,MNX
Martin,NC,NCE
Martin,TX,TXW
"Martinsville City",VA,VAW
Mason,IL,ILC
Mason,KY,KYE
Mason,MI,MIW
Mason,TX,TXW
Mason,WA,WAW
Mason,WV,WVS
Massac,IL,ILS
Matagorda,TX,TXS
"Matanuska Susitna",AK,AKX
Mathews,VA,VAE
Maui,HI,HIX
Maury,TN,TNM
Maverick,TX,TXW
Mayes,OK,OKN
McClain,OK,OKW
McCone,MT,MTX
McCook,SD,SDX
McCormick,SC,SCX
McCracken,KY,KYW
McCreary,KY,KYE
McCulloch,TX,TXW
McCurtain,OK,OKE
McDonald,MO,MOW
McDonough,IL,ILC
McDowell,NC,NCW
McDowell,WV,WVS
McDuffie,GA,GAS
McHenry,IL,ILN
McHenry,ND,NDX
McIntosh,GA,GAS
McIntosh,ND,NDX
McIntosh,OK,OKE
McKean,PA,PAW
McKenzie,ND,NDX
McKinley,NM,NMX
McLean,IL,ILC
McLean,KY,KYW
McLean,ND,NDX
McLennan,TX,TXW
McLeod,MN,MNX
McMinn,TN,TNE
McMullen,TX,TXS
McNairy,TN,TNW
McPherson,KS,KSX
McPherson,NE,NEX
McPherson,SD,SDX
Meade,KS,KSX
Meade,KY,KYW
Meade,SD,SDX
Meagher,MT,MTX
Mecklenburg,NC,NCW
Mecklenburg,VA,VAE
Mecosta,MI,MIW
Medina,OH,OHN
Medina,TX,TXW
Meeker,MN,MNX
Meigs,OH,OHS
Meigs,TN,TNE
Mellette,SD,SDX
Menard,IL,ILC
Menard,TX,TXN
Mendocino,CA,CAN
Menifee,KY,KYE
Menominee,MI,MIW
Menominee,WI,WIE
Merced,CA,CAE
Mercer,IL,ILC
Mercer,KY,KYE
Mercer,MO,MOW
Mercer,ND,NDX
Mercer,NJ,NJX
Mercer,OH,OHN
Mercer,PA,PAW
Mercer,WV,WVS
Meriwether,GA,GAN
Merrick,NE,NEX
Merrimack,NH,NHX
Mesa,CO,COX
Metcalfe,KY,KYW
Miami,IN,INN
Miami,KS,KSX
Miami,OH,OHS
"Miami Dade",FL,FLS
Middlesex,CT,CTX
Middlesex,MA,MAX
Middlesex,NJ,NJX
Middlesex,VA,VAE
Midland,MI,MIE
Midland,TX,TXW
Mifflin,PA,PAM
Milam,TX,TXW
Millard,UT,UTX
"Mille Lacs",MN,MNX
Miller,AR,ARW
Miller,GA,GAM
Miller,MO,MOW
Mills,IA,IAS
Mills,TX,TXN
Milwaukee,WI,WIE
Miner,SD,SDX
Mineral,CO,COX
Mineral,MT,MTX
Mineral,NV,NVX
Mineral,WV,WVN
Mingo,WV,WVS
Minidoka,ID,IDX
Minnehaha,SD,SDX
Missaukee,MI,MIW
Mississippi,AR,ARE
Mississippi,MO,MOE
Missoula,MT,MTX
Mitchell,GA,GAM
Mitchell,IA,IAN
Mitchell,KS,KSX
Mitchell,NC,NCW
Mitchell,TX,TXN
Mobile,AL,ALS
Modoc,CA,CAE
Moffat,CO,COX
Mohave,AZ,AZX
Moniteau,MO,MOW
Monmouth,NJ,NJX
Mono,CA,CAE
Monona,IA,IAN
Monongalia,WV,WVN
Monroe,AL,ALS
Monroe,AR,ARE
Monroe,FL,FLS
Monroe,GA,GAM
Monroe,IA,IAS
Monroe,IL,ILS
Monroe,IN,INS
Monroe,KY,KYW
Monroe,MI,MIE
Monroe,MO,MOE
Monroe,MS,MSN
Monroe,NY,NYW
Monroe,OH,OHS
Monroe,PA,PAM
Monroe,TN,TNE
Monroe,WI,WIW
Monroe,WV,WVS
Montague,TX,TXN
Montcalm,MI,MIW
Monterey,CA,CAN
Montezuma,CO,COX
Montgomery,AL,ALM
Montgomery,AR,ARW
Montgomery,GA,GAS
Montgomery,IA,IAS
Montgomery,IL,ILC
Montgomery,IN,INS
Montgomery,KS,KSX
Montgomery,KY,KYE
Montgomery,MD,MDX
Montgomery,MO,MOE
Montgomery,MS,MSN
Montgomery,NC,NCM
Montgomery,NY,NYN
Montgomery,OH,OHS
Montgomery,PA,PAE
Montgomery,TN,TNM
Montgomery,TX,TXS
Montgomery,VA,VAW
Montmorency,MI,MIE
Montour,PA,PAM
Montrose,CO,COX
Moody,SD,SDX
Moore,NC,NCM
Moore,TN,TNE
Moore,TX,TXN
Mora,NM,NMX
Morehouse,LA,LAW
Morgan,AL,ALN
Morgan,CO,COX
Morgan,GA,GAM
Morgan,IL,ILC
Morgan,IN,INS
Morgan,KY,KYE
Morgan,MO,MOW
Morgan,OH,OHS
Morgan,TN,TNE
Morgan,UT,UTX
Morgan,WV,WVN
Morrill,NE,NEX
Morris,KS,KSX
Morris,NJ,NJX
Morris,TX,TXE
Morrison,MN,MNX
Morrow,OH,OHS
Morrow,OR,ORX
Morton,KS,KSX
Morton,ND,NDX
Motley,TX,TXN
Moultrie,IL,ILC
Mountrail,ND,NDX
Mower,MN,MNX
Muhlenberg,KY,KYW
Multnomah,OR,ORX
Murray,GA,GAN
Murray,MN,MNX
Murray,OK,OKE
Muscatine,IA,IAS
Muscogee,GA,GAM
Muskegon,MI,MIW
Muskingum,OH,OHS
Muskogee,OK,OKE
Musselshell,MT,MTX
Nacogdoches,TX,TXE
Nance,NE,NEX
Nantucket,MA,MAX
Napa,CA,CAN
Nash,NC,NCE
Nassau,FL,FLM
Nassau,NY,NYE
Natchitoches,LA,LAW
Natrona,WY,WYX
Navajo,AZ,AZX
Navarro,TX,TXN
Nelson,KY,KYW
Nelson,ND,NDX
Nelson,VA,VAW
Nemaha,KS,KSX
Nemaha,NE,NEX
Neosho,KS,KSX
Neshoba,MS,MSS
Ness,KS,KSX
Nevada,AR,ARW
Nevada,CA,CAE
"New Castle",DE,DEX
"New Hanover",NC,NCE
"New Haven",CT,CTX
"New Kent",VA,VAE
"New London",CT,CTX
"New Madrid",MO,MOE
"New York",NY,NYS
Newaygo,MI,MIW
Newberry,SC,SCX
Newport,RI,RIX
"Newport News City",VA,VAE
Newton,AR,ARW
Newton,GA,GAN
Newton,IN,INN
Newton,MO,MOW
Newton,MS,MSS
Newton,TX,TXE
"Nez Perce",ID,IDX
Niagara,NY,NYW
Nicholas,KY,KYE
Nicholas,WV,WVS
Nicollet,MN,MNX
Niobrara,WY,WYX
Noble,IN,INN
Noble,OH,OHS
Noble,OK,OKW
Nobles,MN,MNX
Nodaway,MO,MOW
Nolan,TX,TXN
Nome,AK,AKX
Norfolk,MA,MAX
"Norfolk City",VA,VAE
Norman,MN,MNX
"North Slope",AK,AKX
Northampton,NC,NCE
Northampton,PA,PAE
Northampton,VA,VAE
"Northern Mariana Islands",MP,MPX
Northumberland,PA,PAM
Northumberland,VA,VAE
"Northwest Arctic",AK,AKX
Norton,KS,KSX
"Norton City",VA,VAW
Nottoway,VA,VAE
Nowata,OK,OKN
