county_name,state_code,district_code
Noxubee,MS,MSS
Nuckolls,NE,NEX
Nueces,TX,TXS
Nye,NV,NVX
O'Brien,IA,IAN
Oakland,MI,MIE
Obion,TN,TNW
Ocean,NJ,NJX
Oceana,MI,MIW
Ochiltree,TX,TXN
Oconee,GA,GAM
Oconee,SC,SCX
Oconto,WI,WIE
Ogemaw,MI,MIE
Ogle,IL,ILN
Oglethorpe,GA,GAM
Ohio,IN,INS
Ohio,KY,KYW
Ohio,WV,WVN
Okaloosa,FL,FLN
Okanogan,WA,WAE
Okeechobee,FL,FLS
Okfuskee,OK,OKE
Oklahoma,OK,OKW
Okmulgee,OK,OKE
Oktibbeha,MS,MSN
Oldham,KY,KYW
Oldham,TX,TXN
Oliver,ND,NDX
Olmsted,MN,MNX
Oneida,ID,IDX
Oneida,NY,NYN
Oneida,WI,WIW
Onondaga,NY,NYN
Onslow,NC,NCE
Ontario,NY,NYW
Ontonagon,MI,MIW
Orange,CA,CAC
Orange,FL,FLM
Orange,IN,INS
Orange,NC,NCM
Orange,NY,NYS
Orange,TX,TXE
Orange,VA,VAW
Orange,VT,VTX
Orangeburg,SC,SCX
Oregon,MO,MOW
Orleans,LA,LAE
Orleans,NY,NYW
Orleans,VT,VTX
Osage,KS,KSX
Osage,MO,MOW
Osage,OK,OKN
Osborne,KS,KSX
Osceola,FL,FLM
Osceola,IA,IAN
Osceola,MI,MIW
Oscoda,MI,MIE
Oswego,NY,NYN
Otero,CO,COX
Otero,NM,NMX
Otoe,NE,NEX
Otsego,MI,MIE
Otsego,NY,NYN
Ottawa,KS,KSX
Ottawa,MI,MIW
Ottawa,OH,OHN
Ottawa,OK,OKN
"Otter Tail",MN,MNX
Ouachita,AR,ARW
Ouachita,LA,LAW
Ouray,CO,COX
Outagamie,WI,WIE
Overton,TN,TNM
Owen,IN,INS
Owen,KY,KYE
Owsley,KY,KYE
Owyhee,ID,IDX
Oxford,ME,MEX
Ozark,MO,MOW
Ozaukee,WI,WIE
Pacific,WA,WAW
Page,IA,IAS
Page,VA,VAW
"Palm Beach",FL,FLS
"Palo Alto",IA,IAN
"Palo Pinto",TX,TXN
Pamlico,NC,NCE
Panola,MS,MSN
Panola,TX,TXE
Park,CO,COX
Park,MT,MTX
Park,WY,WYX
Parke,IN,INS
Parker,TX,TXN
Parmer,TX,TXN
Pasco,FL,FLM
Pasquotank,NC,NCE
Passaic,NJ,NJX
Patrick,VA,VAW
Paulding,GA,GAN
Paulding,OH,OHN
Pawnee,KS,KSX
Pawnee,NE,NEX
Pawnee,OK,OKN
Payette,ID,IDX
Payne,OK,OKW
Peach,GA,GAM
"Pearl River",MS,MSS
Pecos,TX,TXW
Pembina,ND,NDX
Pemiscot,MO,MOE
"Pend Oreille",WA,WAE
Pender,NC,NCE
Pendleton,KY,KYE
Pendleton,WV,WVN
Pennington,MN,MNX
Pennington,SD,SDX
Penobscot,ME,MEX
Peoria,IL,ILC
Pepin,WI,WIW
Perkins,NE,NEX
Perkins,SD,SDX
Perquimans,NC,NCE
Perry,AL,ALS
Perry,AR,ARE
Perry,IL,ILS
Perry,IN,INS
Perry,KY,KYE
Perry,MO,MOE
Perry,MS,MSS
Perry,OH,OHS
Perry,PA,PAM
Perry,TN,TNW
Pershing,NV,NVX
Person,NC,NCM
"Petersburg City",VA,VAE
Petroleum,MT,MTX
Pettis,MO,MOW
Phelps,MO,MOE
Phelps,NE,NEX
Philadelphia,PA,PAE
Phillips,AR,ARE
Phillips,CO,COX
Phillips,KS,KSX
Phillips,MT,MTX
Piatt,IL,ILC
Pickaway,OH,OHS
Pickens,AL,ALN
Pickens,GA,GAN
Pickens,SC,SCX
Pickett,TN,TNM
Pierce,GA,GAS
Pierce,ND,NDX
Pierce,NE,NEX
Pierce,WA,WAW
Pierce,WI,WIW
Pike,AL,ALM
Pike,AR,ARW
Pike,GA,GAN
Pike,IL,ILC
Pike,IN,INS
Pike,KY,KYE
Pike,MO,MOE
Pike,MS,MSS
Pike,OH,OHS
Pike,PA,PAM
Pima,AZ,AZX
Pinal,AZ,AZX
Pine,MN,MNX
Pinellas,FL,FLM
Pipestone,MN,MNX
Piscataquis,ME,MEX
Pitkin,CO,COX
Pitt,NC,NCE
Pittsburg,OK,OKE
Pittsylvania,VA,VAW
Piute,UT,UTX
Placer,CA,CAE
Plaquemines,LA,LAE
Platte,MO,MOW
Platte,NE,NEX
Platte,WY,WYX
Pleasants,WV,WVN
Plumas,CA,CAE
Plymouth,IA,IAN
Plymouth,MA,MAX
Pocahontas,IA,IAN
Pocahontas,WV,WVN
Poinsett,AR,ARE
"Pointe Coupee",LA,LAM
Polk,AR,ARW
Polk,FL,FLM
Polk,GA,GAN
Polk,IA,IAS
Polk,MN,MNX
Polk,MO,MOW
Polk,NC,NCW
Polk,NE,NEX
Polk,OR,ORX
Polk,TN,TNE
Polk,TX,TXE
Polk,WI,WIW
Ponce,PR,PRX
Pondera,MT,MTX
Pontotoc,MS,MSN
Pontotoc,OK,OKE
Pope,AR,ARE
Pope,IL,ILS
Pope,MN,MNX
"Poquoson City",VA,VAE
Portage,OH,OHN
Portage,WI,WIW
Porter,IN,INN
"Portsmouth City",VA,VAE
Posey,IN,INS
Pottawatomie,KS,KSX
Pottawatomie,OK,OKW
Pottawattamie,IA,IAS
Potter,PA,PAM
Potter,SD,SDX
Potter,TX,TXN
"Powder River",MT,MTX
Powell,KY,KYE
Powell,MT,MTX
Power,ID,IDX
Poweshiek,IA,IAS
Powhatan,VA,VAE
Prairie,AR,ARE
Prairie,MT,MTX
Pratt,KS,KSX
Preble,OH,OHS
Prentiss,MS,MSN
Presidio,TX,TXW
"Presque Isle",MI,MIE
Preston,WV,WVN
Price,WI,WIW
"Prince Edward",VA,VAE
"Prince George",VA,VAE
"Prince George's",MD,MDX
"Prince William",VA,VAE
Providence,RI,RIX
Prowers,CO,COX
Pueblo,CO,COX
Pulaski,AR,ARE
Pulaski,GA,GAM
Pulaski,IL,ILS
Pulaski,IN,INN
Pulaski,KY,KYE
Pulaski,MO,MOW
Pulaski,VA,VAW
Pushmataha,OK,OKE
Putnam,FL,FLM
Putnam,GA,GAM
Putnam,IL,ILC
Putnam,IN,INS
Putnam,MO,MOW
Putnam,NY,NYS
Putnam,OH,OHN
Putnam,TN,TNM
Putnam,WV,WVS
Quay,NM,NMX
"Queen Anne's",MD,MDX
Queens,NY,NYE
Quitman,GA,GAM
Quitman,MS,MSN
Rabun,GA,GAN
Racine,WI,WIE
"Radford City",VA,VAW
Rains,TX,TXE
Raleigh,WV,WVS
Ralls,MO,MOE
Ramsey,MN,MNX
Ramsey,ND,NDX
Randall,TX,TXN
Randolph,AL,ALM
Randolph,AR,ARE
Randolph,GA,GAM
Randolph,IL,ILS
Randolph,IN,INS
Randolph,MO,MOE
Randolph,NC,NCM
Randolph,WV,WVN
Rankin,MS,MSS
Ransom,ND,NDX
Rapides,LA,LAW
Rappahannock,VA,VAW
Ravalli,MT,MTX
Rawlins,KS,KSX
Ray,MO,MOW
Reagan,TX,TXN
Real,TX,TXW
"Red Lake",MN,MNX
"Red River",LA,LAW
"Red River",TX,TXE
"Red Willow",NE,NEX
Redwood,MN,MNX
Reeves,TX,TXW
Refugio,TX,TXS
Reno,KS,KSX
Rensselaer,NY,NYN
Renville,MN,MNX
Renville,ND,NDX
Republic,KS,KSX
Reynolds,MO,MOE
Rhea,TN,TNE
Rice,KS,KSX
Rice,MN,MNX
Rich,UT,UTX
Richardson,NE,NEX
Richland,IL,ILS
Richland,LA,LAW
Richland,MT,MTX
Richland,ND,NDX
Richland,OH,OHN
Richland,SC,SCX
Richland,WI,WIW
Richmond,GA,GAS
Richmond,NC,NCM
Richmond,NY,NYE
Richmond,VA,VAE
"Richmond City",VA,VAE
Riley,KS,KSX
Ringgold,IA,IAS
"Rio Arriba",NM,NMX
"Rio Blanco",CO,COX
"Rio Grande",CO,COX
Ripley,IN,INS
Ripley,MO,MOE
Ritchie,WV,WVN
Riverside,CA,CAC
Roane,TN,TNE
Roane,WV,WVS
Roanoke,VA,VAW
"Roanoke City",VA,VAW
Roberts,SD,SDX
Roberts,TX,TXN
Robertson,KY,KYE
Robertson,TN,TNM
Robertson,TX,TXW
Robeson,NC,NCE
Rock,MN,MNX
Rock,NE,NEX
Rock,WI,WIW
"Rock Island",IL,ILC
Rockbridge,VA,VAW
Rockcastle,KY,KYE
Rockdale,GA,GAN
Rockingham,NC,NCM
Rockingham,NH,NHX
Rockingham,VA,VAW
Rockland,NY,NYS
Rockwall,TX,TXN
"Roger Mills",OK,OKW
Rogers,OK,OKN
Rolette,ND,NDX
Rooks,KS,KSX
Roosevelt,MT,MTX
Roosevelt,NM,NMX
Roscommon,MI,MIE
Roseau,MN,MNX
Rosebud,MT,MTX
Ross,OH,OHS
Routt,CO,COX
Rowan,KY,KYE
Rowan,NC,NCM
Runnels,TX,TXN
Rush,IN,INS
Rush,KS,KSX
Rusk,TX,TXE
Rusk,WI,WIW
Russell,AL,ALM
Russell,KS,KSX
Russell,KY,KYW
Russell,VA,VAW
Rutherford,NC,NCW
Rutherford,TN,TNM
Rutland,VT,VTX
Sabine,LA,LAW
Sabine,TX,TXE
Sac,IA,IAN
Sacramento,CA,CAE
Sagadahoc,ME,MEX
Saginaw,MI,MIE
Saguache,CO,COX
Salem,NJ,NJX
"Salem City",VA,VAW
Saline,AR,ARE
Saline,IL,ILS
Saline,KS,KSX
Saline,MO,MOW
Saline,NE,NEX
"Salt Lake",UT,UTX
Saluda,SC,SCX
Sampson,NC,NCE
"San Augustine",TX,TXE
"San Benito",CA,CAN
"San Bernardino",CA,CAC
"San Diego",CA,CAS
"San Francisco",CA,CAN
"San Jacinto",TX,TXS
"San Joaquin",CA,CAE
"San Juan",CO,COX
"San Juan",NM,NMX
"San Juan",PR,PRX
"San Juan",UT,UTX
"San Juan",WA,WAW
"San Luis Obispo",CA,CAC
"San Mateo",CA,CAN
"San Miguel",CO,COX
"San Miguel",NM,NMX
"San Patricio",TX,TXS
"San Saba",TX,TXW
Sanborn,SD,SDX
Sanders,MT,MTX
Sandoval,NM,NMX
Sandusky,OH,OHN
Sangamon,IL,ILC
Sanilac,MI,MIE
Sanpete,UT,UTX
"Santa Barbara",CA,CAC
"Santa Clara",CA,CAN
"Santa Cruz",AZ,AZX
"Santa Cruz",CA,CAN
"Santa Fe",NM,NMX
"Santa Rosa",FL,FLN
Sarasota,FL,FLM
Saratoga,NY,NYN
Sargent,ND,NDX
Sarpy,NE,NEX
Sauk,WI,WIW
Saunders,NE,NEX
Sawyer,WI,WIW
Schenectady,NY,NYN
Schleicher,TX,TXN
Schley,GA,GAM
Schoharie,NY,NYN
Schoolcraft,MI,MIW
Schuyler,IL,ILC
Schuyler,MO,MOE
Schuyler,NY,NYW
Schuylkill,PA,PAM
Scioto,OH,OHS
Scotland,MO,MOE
Scotland,NC,NCM
Scott,AR,ARW
Scott,IA,IAS
Scott,IL,ILC
Scott,IN,INS
Scott,KS,KSX
Scott,KY,KYE
Scott,MN,MNX
Scott,MO,MOE
Scott,MS,MSS
Scott,TN,TNE
Scott,VA,VAW
"Scotts Bluff",NE,NEX
Screven,GA,GAS
Scurry,TX,TXN
Searcy,AR,ARW
Sebastian,AR,ARW
Sedgwick,CO,COX
Sedgwick,KS,KSX
Seminole,FL,FLM
Seminole,GA,GAM
Seminole,OK,OKE
Seneca,NY,NYW
Seneca,OH,OHN
Sequatchie,TN,TNE
Sequoyah,OK,OKE
Sevier,AR,ARW
Sevier,TN,TNE
Sevier,UT,UTX
Seward,KS,KSX
Seward,NE,NEX
Shackelford,TX,TXN
Shannon,MO,MOE
Shannon,SD,SDX
Sharkey,MS,MSS
Sharp,AR,ARE
Shasta,CA,CAE
Shawano,WI,WIE
Shawnee,KS,KSX
Sheboygan,WI,WIE
Shelby,AL,ALN
Shelby,IA,IAS
Shelby,IL,ILC
Shelby,IN,INS
Shelby,KY,KYE
Shelby,MO,MOE
Shelby,OH,OHS
Shelby,TN,TNW
Shelby,TX,TXE
Shenandoah,VA,VAW
Sherburne,MN,MNX
Sheridan,KS,KSX
Sheridan,MT,MTX
Sheridan,ND,NDX
Sheridan,NE,NEX
Sheridan,WY,WYX
Sherman,KS,KSX
Sherman,NE,NEX
Sherman,OR,ORX
Sherman,TX,TXN
Shiawassee,MI,MIE
Shoshone,ID,IDX
Sibley,MN,MNX
Sierra,CA,CAE
Sierra,NM,NMX
"Silver Bow",MT,MTX
Simpson,KY,KYW
Simpson,MS,MSS
Sioux,IA,IAN
Sioux,ND,NDX
Sioux,NE,NEX
Siskiyou,CA,CAE
Sitka,AK,AKX
Skagit,WA,WAW
Skamania,WA,WAW
Slope,ND,NDX
Smith,KS,KSX
Smith,MS,MSS
Smith,TN,TNM
Smith,TX,TXE
Smyth,VA,VAW
Snohomish,WA,WAW
Snyder,PA,PAM
Socorro,NM,NMX
Solano,CA,CAE
Somerset,MD,MDX
Somerset,ME,MEX
Somerset,NJ,NJX
Somerset,PA,PAW
Somervell,TX,TXW
Sonoma,CA,CAN
Southampton,VA,VAE
"Southeast Fairbanks",AK,AKX
Spalding,GA,GAN
Spartanburg,SC,SCX
Spencer,IN,INS
Spencer,KY,KYW
Spink,SD,SDX
Spokane,WA,WAE
Spotsylvania,VA,VAE
"St. Bernard",LA,LAE
"St. Charles",LA,LAE
"St. Charles",MO,MOE
"St. Clair",AL,ALN
"St. Clair",IL,ILS
"St. Clair",MI,MIE
"St. Clair",MO,MOW
"St. Croix",VI,VIX
"St. Croix",WI,WIW
"St. Francis",AR,ARE
"St. Francois",MO,MOE
"St. Helena",LA,LAM
"St. James",LA,LAE
"St. John the Baptist",LA,LAE
"St. Johns",FL,FLM
"St. Joseph",IN,INN
"St. Joseph",MI,MIW
"St. Landry",LA,LAW
"St. Lawrence",NY,NYN
"St. Louis",MN,MNX
"St. Louis",MO,MOE
"St. Louis City",MO,MOE
"St. Lucie",FL,FLS
"St. Martin",LA,LAW
"St. Mary",LA,LAW
"St. Mary's",MD,MDX
"St. Tammany",LA,LAE
"St. Thomas",VI,VIX
Stafford,KS,KSX
Stafford,VA,VAE
Stanislaus,CA,CAE
Stanley,SD,SDX
Stanly,NC,NCM
Stanton,KS,KSX
Stanton,NE,NEX
Stark,IL,ILC
Stark,ND,NDX
Stark,OH,OHN
Starke,IN,INN
Starr,TX,TXS
"Staunton City",VA,VAW
"Ste. Genevieve",MO,MOE
Stearns,MN,MNX
Steele,MN,MNX
Steele,ND,NDX
Stephens,GA,GAN
Stephens,OK,OKW
Stephens,TX,TXN
Stephenson,IL,ILN
Sterling,TX,TXN
Steuben,IN,INN
Steuben,NY,NYW
Stevens,KS,KSX
Stevens,MN,MNX
Stevens,WA,WAE
Stewart,GA,GAM
Stewart,TN,TNM
Stillwater,MT,MTX
Stoddard,MO,MOE
Stokes,NC,NCM
Stone,AR,ARE
Stone,MO,MOW
Stone,MS,MSS
Stonewall,TX,TXN
Storey,NV,NVX
Story,IA,IAS
Strafford,NH,NHX
Stutsman,ND,NDX
Sublette,WY,WYX
Suffolk,MA,MAX
Suffolk,NY,NYE
"Suffolk City",VA,VAE
Sullivan,IN,INS
Sullivan,MO,MOW
Sullivan,NH,NHX
Sullivan,NY,NYS
Sullivan,PA,PAM
Sullivan,TN,TNE
Sully,SD,SDX
Summers,WV,WVS
Summit,CO,COX
Summit,OH,OHN
Summit,UT,UTX
Sumner,KS,KSX
Sumner,TN,TNM
Sumter,AL,ALN
Sumter,FL,FLM
Sumter,GA,GAM
Sumter,SC,SCX
Sunflower,MS,MSN
Surry,NC,NCM
Surry,VA,VAE
Susquehanna,PA,PAM
Sussex,DE,DEX
Sussex,NJ,NJX
Sussex,VA,VAE
Sutter,CA,CAE
Sutton,TX,TXN
Suwannee,FL,FLM
Swain,NC,NCW
"Sweet Grass",MT,MTX
Sweetwater,WY,WYX
Swift,MN,MNX
Swisher,TX,TXN
Switzerland,IN,INS
Talbot,GA,GAM
Talbot,MD,MDX
Taliaferro,GA,GAS
Talladega,AL,ALN
Tallahatchie,MS,MSN
Tallapoosa,AL,ALM
Tama,IA,IAN
Taney,MO,MOW
Tangipahoa,LA,LAE
Taos,NM,NMX
Tarrant,TX,TXN
Tate,MS,MSN
Tattnall,GA,GAS
Taylor,FL,FLN
Taylor,GA,GAM
Taylor,IA,IAS
Taylor,KY,KYW
Taylor,TX,TXN
Taylor,WI,WIW
Taylor,WV,WVN
Tazewell,IL,ILC
Tazewell,VA,VAW
Tehama,CA,CAE
Telfair,GA,GAS
Teller,CO,COX
Tensas,LA,LAW
Terrebonne,LA,LAE
Terrell,GA,GAM
Terrell,TX,TXW
Terry,TX,TXN
Teton,ID,IDX
Teton,MT,MTX
Teton,WY,WYX
Texas,MO,MOW
Texas,OK,OKW
Thayer,NE,NEX
Thomas,GA,GAM
Thomas,KS,KSX
Thomas,NE,NEX
Throckmorton,TX,TXN
Thurston,NE,NEX
Thurston,WA,WAW
Tift,GA,GAM
Tillamook,OR,ORX
Tillman,OK,OKW
Tioga,NY,NYN
Tioga,PA,PAM
Tippah,MS,MSN
Tippecanoe,IN,INN
Tipton,IN,INS
Tipton,TN,TNW
Tishomingo,MS,MSN
Titus,TX,TXE
Todd,KY,KYW
Todd,MN,MNX
Todd,SD,SDX
Tolland,CT,CTX
"Tom Green",TX,TXN
Tompkins,NY,NYN
Tooele,UT,UTX
Toole,MT,MTX
Toombs,GA,GAS
Torrance,NM,NMX
Towner,ND,NDX
Towns,GA,GAN
Traill,ND,NDX
Transylvania,NC,NCW
Traverse,MN,MNX
Travis,TX,TXW
Treasure,MT,MTX
Trego,KS,KSX
Trempealeau,WI,WIW
Treutlen,GA,GAS
Trigg,KY,KYW
Trimble,KY,KYE
Trinity,CA,CAE
Trinity,TX,TXE
Tripp,SD,SDX
Troup,GA,GAN
Trousdale,TN,TNM
Trumbull,OH,OHN
Tucker,WV,WVN
Tulare,CA,CAE
Tulsa,OK,OKN
Tunica,MS,MSN
Tuolumne,CA,CAE
Turner,GA,GAM
Turner,SD,SDX
Tuscaloosa,AL,ALN
Tuscarawas,OH,OHN
Tuscola,MI,MIE
Twiggs,GA,GAM
"Twin Falls",ID,IDX
Tyler,TX,TXE
Tyler,WV,WVN
Tyrrell,NC,NCE
Uinta,WY,WYX
Uintah,UT,UTX
Ulster,NY,NYN
Umatilla,OR,ORX
Unicoi,TN,TNE
Union,AR,ARW
Union,FL,FLM
Union,GA,GAN
Union,IA,IAS
Union,IL,ILS
Union,IN,INS
Union,KY,KYW
Union,LA,LAW
Union,MS,MSN
Union,NC,NCW
Union,NJ,NJX
Union,NM,NMX
Union,OH,OHS
Union,OR,ORX
Union,PA,PAM
Union,SC,SCX
Union,SD,SDX
Union,TN,TNE
Upshur,TX,TXE
Upshur,WV,WVN
Upson,GA,GAM
Upton,TX,TXW
Utah,UT,UTX
Uvalde,TX,TXW
"Val Verde",TX,TXW
Valencia,NM,NMX
Valley,ID,IDX
Valley,MT,MTX
Valley,NE,NEX
"Van Buren",AR,ARE
"Van Buren",IA,IAS
"Van Buren",MI,MIW
"Van Buren",TN,TNE
"Van Wert",OH,OHN
"Van Zandt",TX,TXE
Vance,NC,NCE
Vanderburgh,IN,INS
Venango,PA,PAW
Ventura,CA,CAC
Vermilion,IL,ILC
Vermilion,LA,LAW
Vermillion,IN,INS
Vernon,LA,LAW
Vernon,MO,MOW
Vernon,WI,WIW
Victoria,TX,TXS
Vigo,IN,INS
Vilas,WI,WIW
Vinton,OH,OHS
"Virginia Beach City",VA,VAE
Volusia,FL,FLM
Wabash,IL,ILS
Wabash,IN,INN
Wabasha,MN,MNX
Wabaunsee,KS,KSX
Wadena,MN,MNX
Wagoner,OK,OKE
Wahkiakum,WA,WAW
Wake,NC,NCE
Wakulla,FL,FLN
Waldo,ME,MEX
Walker,AL,ALN
Walker,GA,GAN
Walker,TX,TXS
"Walla Walla",WA,WAE
Wallace,KS,KSX
Waller,TX,TXS
Wallowa,OR,ORX
Walsh,ND,NDX
Walthall,MS,MSS
Walton,FL,FLN
Walton,GA,GAM
Walworth,SD,SDX
Walworth,WI,WIE
Wapello,IA,IAS
Ward,ND,NDX
Ward,TX,TXW
Ware,GA,GAS
Warren,GA,GAS
Warren,IA,IAS
Warren,IL,ILC
Warren,IN,INN
Warren,KY,KYW
Warren,MO,MOE
Warren,MS,MSS
Warren,NC,NCE
Warren,NJ,NJX
Warren,NY,NYN
Warren,OH,OHS
Warren,PA,PAW
Warren,TN,TNE
Warren,VA,VAW
Warrick,IN,INS
Wasatch,UT,UTX
Wasco,OR,ORX
Waseca,MN,MNX
Washakie,WY,WYX
Washburn,WI,WIW
Washington,AL,ALS
Washington,AR,ARW
Washington,CO,COX
Washington,FL,FLN
Washington,GA,GAM
Washington,IA,IAS
Washington,ID,IDX
Washington,IL,ILS
Washington,IN,INS
Washington,KS,KSX
Washington,KY,KYW
Washington,LA,LAE
Washington,MD,MDX
Washington,ME,MEX
Washington,MN,MNX
Washington,MO,MOE
Washington,MS,MSN
Washington,NC,NCE
Washington,NE,NEX
Washington,NY,NYN
Washington,OH,OHS
Washington,OK,OKN
Washington,OR,ORX
Washington,PA,PAW
Washington,RI,RIX
Washington,TN,TNE
Washington,TX,TXW
Washington,UT,UTX
Washington,VA,VAW
Washington,VT,VTX
Washington,WI,WIE
Washita,OK,OKW
Washoe,NV,NVX
Washtenaw,MI,MIE
Watauga,NC,NCW
Watonwan,MN,MNX
Waukesha,WI,WIE
Waupaca,WI,WIE
Waushara,WI,WIE
Wayne,GA,GAS
Wayne,IA,IAS
Wayne,IL,ILS
Wayne,IN,INS
Wayne,KY,KYE
Wayne,MI,MIE
Wayne,MO,MOE
Wayne,MS,MSS
Wayne,NC,NCE
Wayne,NE,NEX
Wayne,NY,NYW
Wayne,OH,OHN
Wayne,PA,PAM
Wayne,TN,TNM
Wayne,UT,UTX
Wayne,WV,WVS
"Waynesboro City",VA,VAW
Weakley,TN,TNW
Webb,TX,TXS
Weber,UT,UTX
Webster,GA,GAM
Webster,IA,IAN
Webster,KY,KYW
Webster,LA,LAW
Webster,MO,MOW
Webster,MS,MSN
Webster,NE,NEX
Webster,WV,WVN
Weld,CO,COX
Wells,IN,INN
Wells,ND,NDX
"West Baton Rouge",LA,LAM
"West Carroll",LA,LAW
"West Feliciana",LA,LAM
Westchester,NY,NYS
Westmoreland,PA,PAW
Westmoreland,VA,VAE
Weston,WY,WYX
Wetzel,WV,WVN
Wexford,MI,MIW
Wharton,TX,TXS
Whatcom,WA,WAW
Wheatland,MT,MTX
Wheeler,GA,GAS
Wheeler,NE,NEX
Wheeler,OR,ORX
Wheeler,TX,TXN
White,AR,ARE
White,GA,GAN
White,IL,ILS
White,IN,INN
White,TN,TNM
"White Pine",NV,NVX
Whiteside,IL,ILN
Whitfield,GA,GAN
Whitley,IN,INN
Whitley,KY,KYE
Whitman,WA,WAE
Wibaux,MT,MTX
Wichita,KS,KSX
Wichita,TX,TXN
Wicomico,MD,MDX
Wilbarger,TX,TXN
Wilcox,AL,ALS
Wilcox,GA,GAM
Wilkes,GA,GAS
Wilkes,NC,NCW
Wilkin,MN,MNX
Wilkinson,GA,GAM
Wilkinson,MS,MSS
Will,IL,ILN
Willacy,TX,TXS
Williams,ND,NDX
Williams,OH,OHN
Williamsburg,SC,SCX
"Williamsburg City",VA,VAE
Williamson,IL,ILS
Williamson,TN,TNM
Williamson,TX,TXW
Wilson,KS,KSX
Wilson,NC,NCE
Wilson,TN,TNM
Wilson,TX,TXW
"Winchester City",VA,VAW
Windham,CT,CTX
Windham,VT,VTX
Windsor,VT,VTX
Winkler,TX,TXW
Winn,LA,LAW
Winnebago,IA,IAN
Winnebago,IL,ILN
Winnebago,WI,WIE
Winneshiek,IA,IAN
Winona,MN,MNX
Winston,AL,ALN
Winston,MS,MSN
Wirt,WV,WVS
Wise,TX,TXN
Wise,VA,VAW
Wolfe,KY,KYE
Wood,OH,OHN
Wood,TX,TXE
Wood,WI,WIW
Wood,WV,WVS
Woodbury,IA,IAN
Woodford,IL,ILC
Woodford,KY,KYE
Woodruff,AR,ARE
Woods,OK,OKW
Woodson,KS,KSX
Woodward,OK,OKW
Worcester,MA,MAX
Worcester,MD,MDX
Worth,GA,GAM
Worth,IA,IAN
Worth,MO,MOW
Wright,IA,IAN
Wright,MN,MNX
Wright,MO,MOW
Wyandot,OH,OHN
Wyandotte,KS,KSX
Wyoming,NY,NYW
Wyoming,PA,PAM
Wyoming,WV,WVS
Wythe,VA,VAW
Yadkin,NC,NCM
Yakima,WA,WAE
Yalobusha,MS,MSN
Yamhill,OR,ORX
Yancey,NC,NCW
Yankton,SD,SDX
Yates,NY,NYW
Yavapai,AZ,AZX
Yazoo,MS,MSS
Yell,AR,ARE
"Yellow Medicine",MN,MNX
Yellowstone,MT,MTX
Yoakum,TX,TXN
Yolo,CA,CAE
York,ME,MEX
York,NE,NEX
York,PA,PAM
York,SC,SCX
York,VA,VAE
Young,TX,TXN
Yuba,CA,CAE
Yuma,AZ,AZX
Yuma,CO,COX
Zapata,TX,TXS
Zavala,TX,TXW
Ziebach,SD,SDX